inst#,actual,predicted,error,prediction
930,2:1,2:1,,0.652
931,1:0,1:0,,0.787
932,2:1,2:1,,0.931
933,1:0,1:0,,0.89
934,1:0,1:0,,0.793
935,1:0,1:0,,0.894
936,2:1,2:1,,0.872
937,1:0,1:0,,0.808
938,1:0,2:1,+,0.504
939,1:0,1:0,,0.736
940,1:0,1:0,,0.817
941,1:0,1:0,,0.81
942,1:0,1:0,,0.793
943,1:0,1:0,,0.827
944,1:0,1:0,,0.885
945,1:0,1:0,,0.809
946,1:0,1:0,,0.926
947,2:1,2:1,,0.839
948,2:1,2:1,,0.842
949,1:0,1:0,,0.822
950,1:0,1:0,,0.814
951,2:1,2:1,,0.836
952,2:1,2:1,,0.751
953,1:0,1:0,,0.749
954,2:1,2:1,,0.799
955,1:0,1:0,,0.924
956,2:1,2:1,,0.807
957,1:0,1:0,,0.753
958,1:0,1:0,,0.837
959,2:1,2:1,,0.706
960,1:0,1:0,,0.857
961,2:1,2:1,,0.793
962,2:1,2:1,,0.778
963,1:0,1:0,,0.792
964,1:0,1:0,,0.845
965,1:0,1:0,,0.99
966,1:0,1:0,,0.834
967,1:0,1:0,,0.788
968,1:0,1:0,,0.901
969,2:1,2:1,,0.886
970,2:1,2:1,,0.798
971,1:0,2:1,+,0.512
972,1:0,1:0,,0.77
973,2:1,2:1,,0.869
974,1:0,1:0,,0.668
975,1:0,1:0,,0.754
976,2:1,2:1,,0.897
977,2:1,2:1,,0.907
978,1:0,1:0,,0.87
979,1:0,1:0,,0.869
980,2:1,2:1,,0.661
981,1:0,1:0,,0.899
982,1:0,1:0,,0.924
983,1:0,1:0,,0.95
984,2:1,2:1,,0.799
985,2:1,2:1,,0.661
986,2:1,2:1,,0.75
987,1:0,1:0,,0.902
988,1:0,1:0,,0.949
989,1:0,1:0,,0.919
990,2:1,2:1,,0.774
991,2:1,2:1,,0.68
992,2:1,2:1,,0.843
993,1:0,1:0,,0.865
994,1:0,1:0,,0.938
995,1:0,1:0,,1
996,1:0,1:0,,0.852
997,1:0,1:0,,0.83
998,2:1,2:1,,0.937
999,2:1,2:1,,0.906
1000,2:1,2:1,,0.913
1001,1:0,1:0,,0.877
1002,2:1,2:1,,0.518
1003,2:1,2:1,,0.665
1004,1:0,1:0,,0.939
1005,2:1,2:1,,0.845
1006,2:1,2:1,,0.91
1007,1:0,1:0,,0.861
1008,1:0,1:0,,0.777
1009,2:1,2:1,,0.895
1010,1:0,1:0,,0.934
1011,2:1,2:1,,0.87
1012,1:0,2:1,+,0.538
1013,2:1,2:1,,0.91
1014,2:1,2:1,,0.939
1015,2:1,2:1,,0.865
1016,1:0,1:0,,0.769
1017,2:1,2:1,,0.84
1018,1:0,1:0,,0.759
1019,1:0,1:0,,0.894
1020,2:1,2:1,,0.689
1021,2:1,2:1,,0.911
1022,2:1,2:1,,0.819
1023,2:1,2:1,,0.842
1024,1:0,1:0,,0.862
1025,1:0,2:1,+,0.503
1026,2:1,2:1,,0.775
1027,1:0,1:0,,0.778
1028,1:0,1:0,,0.896
1029,1:0,1:0,,0.701
1030,2:1,2:1,,0.973
1031,2:1,2:1,,0.881
1032,1:0,1:0,,0.889
1033,2:1,2:1,,0.74
1034,1:0,1:0,,0.86
1035,2:1,2:1,,0.885
1036,1:0,1:0,,0.76
1037,2:1,2:1,,0.918
1038,1:0,1:0,,0.917
1039,1:0,1:0,,0.779
1040,2:1,2:1,,0.851
1041,1:0,1:0,,0.683
1042,1:0,1:0,,0.909
1043,1:0,1:0,,0.737
1044,2:1,1:0,+,0.624
1045,1:0,1:0,,0.759
1046,2:1,2:1,,0.86
1047,2:1,2:1,,0.813
1048,2:1,2:1,,0.796
1049,1:0,1:0,,0.849
1050,2:1,2:1,,0.666
1051,1:0,1:0,,0.877
1052,2:1,2:1,,0.821
1053,2:1,2:1,,0.822
1054,2:1,2:1,,0.973
1055,1:0,1:0,,0.728
1056,2:1,2:1,,0.892
1057,2:1,2:1,,0.672
1058,1:0,1:0,,0.939
1059,2:1,2:1,,0.835
1060,2:1,1:0,+,0.545
1061,2:1,2:1,,0.847
1062,1:0,1:0,,0.847
1063,2:1,2:1,,0.9
1064,2:1,2:1,,0.756
1065,1:0,1:0,,0.901
1066,1:0,1:0,,0.717
1067,1:0,1:0,,0.708
1068,1:0,1:0,,0.822
1069,1:0,1:0,,0.893
1070,1:0,1:0,,0.907
1071,2:1,2:1,,0.894
1072,1:0,1:0,,0.761
1073,1:0,1:0,,0.801
1074,1:0,1:0,,0.754
1075,2:1,2:1,,0.863
1076,1:0,1:0,,0.843
1077,1:0,1:0,,0.93
1078,2:1,2:1,,0.864
1079,2:1,2:1,,0.98
1080,2:1,2:1,,0.748
1081,1:0,1:0,,0.664
1082,2:1,2:1,,0.704
1083,1:0,1:0,,0.658
1084,1:0,1:0,,0.829
1085,1:0,1:0,,0.824
1086,1:0,1:0,,0.78
1087,1:0,1:0,,0.713
1088,2:1,2:1,,0.871
1089,2:1,2:1,,0.732
1090,2:1,2:1,,0.857
1091,1:0,1:0,,0.99
1092,1:0,1:0,,0.866
1093,2:1,2:1,,0.886
1094,1:0,1:0,,0.871
1095,1:0,1:0,,0.86
1096,2:1,2:1,,0.931
1097,1:0,1:0,,0.503
1098,1:0,1:0,,0.718
1099,2:1,2:1,,0.862
1100,1:0,1:0,,0.736
1101,2:1,2:1,,0.87
1102,1:0,1:0,,0.721
1103,1:0,1:0,,0.888
1104,1:0,1:0,,0.791
1105,2:1,2:1,,0.843
1106,2:1,2:1,,0.926
1107,1:0,1:0,,0.904
1108,2:1,2:1,,0.802
1109,1:0,1:0,,0.653
1110,1:0,1:0,,0.922
1111,1:0,1:0,,0.922
1112,2:1,2:1,,0.93
1113,1:0,1:0,,0.81
1114,1:0,1:0,,0.795
1115,1:0,1:0,,0.732
1116,1:0,1:0,,0.83
1117,1:0,1:0,,0.799
1118,2:1,2:1,,0.837
1119,1:0,1:0,,0.787
1120,1:0,1:0,,0.757
1121,2:1,2:1,,0.841
1122,1:0,1:0,,0.765
1123,2:1,2:1,,0.769
1124,1:0,1:0,,0.802
1125,1:0,1:0,,0.937
1126,2:1,2:1,,0.868
1127,1:0,1:0,,0.892
1128,1:0,1:0,,0.884
1129,1:0,1:0,,0.961
1130,2:1,1:0,+,0.559
1131,2:1,2:1,,0.783
1132,1:0,1:0,,0.729
1133,1:0,1:0,,0.592
1134,2:1,2:1,,0.858
1135,1:0,2:1,+,0.527
1136,1:0,1:0,,0.753
1137,1:0,1:0,,0.728
1138,1:0,1:0,,0.854
1139,1:0,1:0,,0.99
1140,1:0,1:0,,0.885
1141,2:1,2:1,,0.719
1142,2:1,2:1,,0.699
1143,2:1,2:1,,0.783
1144,2:1,2:1,,0.79
1145,2:1,2:1,,0.803
1146,2:1,2:1,,0.847
1147,2:1,2:1,,0.733
1148,1:0,1:0,,0.976
1149,1:0,1:0,,0.87
1150,2:1,2:1,,0.824
1151,1:0,1:0,,0.909
1152,1:0,1:0,,0.897
1153,1:0,1:0,,0.752
1154,1:0,1:0,,0.855
1155,2:1,2:1,,0.792
1156,2:1,2:1,,0.82
1157,2:1,2:1,,0.757
1158,1:0,1:0,,0.641
1159,1:0,1:0,,0.596
1160,1:0,1:0,,0.847
1161,1:0,1:0,,0.666
1162,2:1,2:1,,0.959
1163,2:1,2:1,,0.788
1164,2:1,2:1,,0.538
1165,2:1,2:1,,0.775
1166,2:1,1:0,+,0.552
1167,1:0,1:0,,0.914
1168,1:0,1:0,,0.775
1169,1:0,1:0,,0.863
1170,1:0,1:0,,0.877
1171,2:1,2:1,,0.831
1172,2:1,2:1,,0.795
1173,2:1,2:1,,0.515
1174,2:1,2:1,,0.903
1175,2:1,1:0,+,0.759
1176,1:0,1:0,,0.767
1177,2:1,2:1,,0.786
1178,1:0,1:0,,0.934
1179,2:1,2:1,,0.897
1180,2:1,2:1,,0.787
1181,1:0,1:0,,0.748
1182,2:1,2:1,,0.879
1183,1:0,1:0,,0.877
1184,2:1,2:1,,0.807
1185,2:1,2:1,,0.892
1186,2:1,2:1,,0.71
1187,1:0,1:0,,0.818
1188,1:0,1:0,,0.835
1189,1:0,1:0,,0.76
1190,2:1,2:1,,0.727
1191,2:1,2:1,,0.513
1192,1:0,1:0,,0.838
1193,1:0,1:0,,0.788
1194,2:1,2:1,,0.781
1195,2:1,2:1,,0.815
1196,2:1,2:1,,0.9
1197,1:0,1:0,,0.847
1198,1:0,1:0,,0.848
1199,2:1,2:1,,0.806
1200,2:1,2:1,,0.806
1201,2:1,2:1,,0.921
1202,1:0,1:0,,0.754
1203,1:0,1:0,,0.855
1204,1:0,1:0,,0.88
1205,1:0,1:0,,0.766
1206,2:1,2:1,,0.852
1207,1:0,1:0,,0.795
1208,1:0,1:0,,0.699
1209,2:1,2:1,,0.887
1210,1:0,1:0,,0.84
1211,1:0,1:0,,0.51
1212,2:1,2:1,,0.783
1213,2:1,2:1,,0.853
1214,2:1,2:1,,0.836
1215,1:0,1:0,,0.914
1216,2:1,2:1,,0.857
1217,1:0,1:0,,0.839
1218,1:0,1:0,,0.545
1219,2:1,2:1,,0.861
1220,2:1,2:1,,0.719
1221,1:0,1:0,,0.774
1222,2:1,2:1,,0.773
1223,2:1,2:1,,0.512
1224,1:0,1:0,,0.89
1225,2:1,2:1,,0.886
1226,2:1,2:1,,0.788
1227,1:0,1:0,,0.883
1228,1:0,1:0,,0.886
1229,1:0,1:0,,0.683
1230,1:0,1:0,,0.871
1231,2:1,2:1,,0.853
1232,2:1,2:1,,0.695
1233,2:1,2:1,,0.925
1234,1:0,1:0,,0.908
1235,1:0,1:0,,0.872
1236,2:1,2:1,,0.9
1237,2:1,2:1,,0.727
1238,1:0,1:0,,0.69
1239,1:0,1:0,,0.844
1240,2:1,2:1,,0.937
1241,2:1,2:1,,0.903
1242,1:0,1:0,,0.835
1243,2:1,2:1,,0.874
1244,2:1,2:1,,0.893
1245,2:1,2:1,,0.853
1246,1:0,1:0,,0.777
1247,1:0,1:0,,0.831
1248,1:0,1:0,,0.864
1249,1:0,1:0,,0.818
1250,1:0,1:0,,0.731
1251,1:0,1:0,,0.799
1252,1:0,1:0,,0.869
1253,2:1,2:1,,0.823
1254,1:0,1:0,,0.885
1255,1:0,2:1,+,0.701
1256,2:1,2:1,,0.767
1257,1:0,1:0,,0.769
1258,2:1,2:1,,0.761
1259,2:1,2:1,,0.791
1260,1:0,1:0,,0.716
1261,2:1,2:1,,0.774
1262,1:0,1:0,,0.827
1263,2:1,2:1,,0.847
1264,2:1,2:1,,0.754
1265,2:1,2:1,,0.746
1266,2:1,2:1,,0.929
1267,1:0,1:0,,0.852
1268,2:1,2:1,,0.858
1269,1:0,1:0,,0.839
1270,2:1,2:1,,0.731
1271,1:0,1:0,,0.933
1272,2:1,2:1,,0.878
1273,2:1,2:1,,0.905
1274,1:0,1:0,,0.823
1275,1:0,1:0,,0.779
1276,1:0,1:0,,0.85
1277,2:1,2:1,,0.848
1278,2:1,2:1,,0.837
1279,2:1,2:1,,0.629
1280,1:0,1:0,,0.872
1281,1:0,1:0,,0.795
1282,1:0,1:0,,0.967
1283,1:0,1:0,,0.7
1284,2:1,2:1,,0.806
1285,1:0,1:0,,0.733
1286,1:0,1:0,,0.849
1287,1:0,1:0,,0.888
1288,1:0,1:0,,0.852
1289,2:1,1:0,+,0.641
1290,2:1,2:1,,0.759
1291,2:1,2:1,,0.803
1292,1:0,1:0,,0.863
1293,1:0,1:0,,0.843
1294,1:0,1:0,,0.817
1295,2:1,2:1,,0.746
1296,1:0,1:0,,0.811
1297,1:0,1:0,,0.768
1298,1:0,1:0,,0.778
1299,1:0,1:0,,0.8
1300,2:1,2:1,,0.798
1301,2:1,2:1,,0.909
1302,2:1,2:1,,0.842
1303,2:1,1:0,+,0.506
1304,1:0,1:0,,0.808
1305,1:0,1:0,,0.783
1306,1:0,1:0,,0.704
1307,1:0,1:0,,0.824
1308,1:0,1:0,,0.819
1309,1:0,1:0,,0.779
1310,1:0,1:0,,0.856
1311,1:0,1:0,,0.712
1312,2:1,2:1,,0.801
1313,2:1,2:1,,0.928
1314,1:0,1:0,,0.92
1315,2:1,2:1,,0.708
1316,1:0,1:0,,0.867
1317,1:0,1:0,,0.889
1318,2:1,2:1,,0.787
1319,2:1,2:1,,0.863
1320,1:0,1:0,,0.763
1321,2:1,2:1,,0.865
1322,2:1,2:1,,0.916
1323,1:0,1:0,,0.917
1324,2:1,2:1,,0.807
1325,2:1,2:1,,0.743
1326,1:0,1:0,,0.799
1327,1:0,1:0,,0.802
1328,1:0,1:0,,0.866
1329,2:1,2:1,,0.849
1330,1:0,1:0,,0.827
1331,1:0,1:0,,0.886
1332,1:0,1:0,,0.675
1333,1:0,1:0,,0.866
1334,2:1,2:1,,0.856
1335,2:1,2:1,,0.83
1336,2:1,2:1,,0.936
1337,2:1,2:1,,0.843
1338,1:0,1:0,,0.631
1339,1:0,1:0,,0.536
1340,2:1,2:1,,0.808
1341,1:0,1:0,,0.815
1342,2:1,2:1,,0.826
1343,1:0,1:0,,0.873
1344,1:0,1:0,,0.819
1345,1:0,1:0,,0.844
1346,2:1,2:1,,0.813
1347,1:0,1:0,,0.607
1348,1:0,1:0,,0.889
1349,1:0,1:0,,0.792
1350,1:0,1:0,,0.802
1351,1:0,1:0,,0.769
1352,1:0,1:0,,0.841
1353,2:1,2:1,,0.955
1354,1:0,1:0,,0.837
1355,2:1,2:1,,0.916
1356,2:1,2:1,,0.749
1357,1:0,1:0,,0.88
1358,1:0,1:0,,0.813
1359,1:0,1:0,,0.8
1360,1:0,1:0,,0.796
1361,1:0,1:0,,0.847
1362,1:0,1:0,,0.716
1363,1:0,1:0,,0.857
1364,2:1,2:1,,0.842
1365,1:0,2:1,+,0.512
1366,2:1,2:1,,0.733
1367,1:0,1:0,,0.87
1368,1:0,2:1,+,0.554
1369,1:0,1:0,,0.899
1370,2:1,2:1,,0.84
1371,1:0,1:0,,0.802
1372,2:1,2:1,,0.839
1373,1:0,1:0,,0.695
1374,2:1,2:1,,0.826
1375,2:1,2:1,,0.935
1376,1:0,1:0,,0.775
1377,2:1,2:1,,0.726
1378,2:1,2:1,,0.927
1379,2:1,2:1,,0.791
1380,2:1,2:1,,0.936
1381,2:1,2:1,,0.882
1382,2:1,2:1,,0.956
1383,2:1,2:1,,0.82
1384,1:0,1:0,,0.821
1385,1:0,1:0,,0.853
1386,2:1,2:1,,0.88
1387,1:0,1:0,,0.713
1388,1:0,1:0,,0.93
1389,1:0,1:0,,0.822
1390,2:1,2:1,,0.818
1391,2:1,2:1,,0.788
1392,1:0,1:0,,0.78
1393,1:0,1:0,,0.793
1394,1:0,1:0,,0.807
1395,2:1,2:1,,0.818
1396,2:1,2:1,,0.663
1397,1:0,1:0,,0.86
1398,2:1,2:1,,0.839
1399,1:0,1:0,,0.757
1400,2:1,2:1,,0.806
1401,1:0,1:0,,0.675
1402,1:0,1:0,,0.847
1403,2:1,2:1,,0.819
1404,1:0,1:0,,0.702
1405,2:1,2:1,,0.765
1406,2:1,2:1,,0.871
1407,2:1,2:1,,0.897
1408,1:0,1:0,,0.828
1409,1:0,1:0,,0.776
1410,1:0,1:0,,0.854
1411,2:1,2:1,,0.813
1412,2:1,2:1,,0.883
1413,1:0,1:0,,0.879
1414,2:1,2:1,,0.819
1415,2:1,2:1,,0.865
1416,1:0,1:0,,0.884
1417,2:1,2:1,,0.925
1418,2:1,2:1,,0.736
1419,2:1,2:1,,0.912
1420,1:0,1:0,,0.86
1421,2:1,2:1,,0.89
1422,2:1,2:1,,0.751
1423,2:1,2:1,,0.73
1424,1:0,1:0,,0.769
1425,1:0,1:0,,0.866
1426,2:1,2:1,,0.857
1427,1:0,1:0,,0.657
1428,1:0,1:0,,0.62
1429,1:0,1:0,,0.69
1430,1:0,1:0,,0.839
1431,1:0,1:0,,0.796
1432,1:0,1:0,,0.898
1433,1:0,1:0,,0.884
1434,2:1,2:1,,0.733
1435,2:1,2:1,,0.751
1436,1:0,1:0,,0.93
1437,1:0,1:0,,0.847
1438,2:1,2:1,,0.997
1439,2:1,2:1,,0.852
1440,2:1,2:1,,0.772
1441,1:0,1:0,,0.69
1442,1:0,1:0,,0.844
1443,1:0,1:0,,0.924
1444,1:0,1:0,,0.864
1445,1:0,1:0,,0.835
1446,1:0,1:0,,0.928
1447,2:1,2:1,,0.799
1448,1:0,1:0,,0.677
1449,2:1,2:1,,0.911
1450,1:0,1:0,,0.853
1451,2:1,2:1,,0.812
1452,1:0,1:0,,0.812
1453,1:0,1:0,,0.861
1454,1:0,1:0,,0.91
1455,1:0,1:0,,0.826
1456,1:0,1:0,,0.972
1457,2:1,2:1,,0.641
1458,1:0,1:0,,0.838
1459,2:1,2:1,,0.862
1460,2:1,2:1,,0.911
1461,2:1,2:1,,0.808
1462,1:0,1:0,,0.933
1463,2:1,2:1,,0.803
1464,1:0,1:0,,0.748
1465,2:1,2:1,,0.805
1466,1:0,1:0,,0.893
1467,2:1,1:0,+,0.699
1468,2:1,2:1,,0.859
1469,2:1,2:1,,0.902
1470,1:0,1:0,,0.742
1471,1:0,1:0,,0.76
1472,2:1,2:1,,0.907
1473,1:0,1:0,,0.801
1474,2:1,2:1,,0.936
1475,1:0,1:0,,0.658
1476,2:1,2:1,,0.64
1477,1:0,1:0,,0.686
1478,2:1,2:1,,0.743
1479,1:0,1:0,,0.936
1480,1:0,1:0,,1
1481,1:0,1:0,,0.825
1482,2:1,2:1,,0.667
1483,2:1,2:1,,0.99
1484,1:0,1:0,,0.856
1485,2:1,2:1,,0.815
1486,1:0,1:0,,0.855
1487,1:0,1:0,,0.759
1488,2:1,2:1,,0.893
1489,2:1,2:1,,0.801
1490,2:1,2:1,,0.529
1491,2:1,2:1,,0.795
1492,1:0,1:0,,0.751
1493,2:1,2:1,,0.805
1494,1:0,1:0,,0.782
1495,2:1,2:1,,0.826
1496,2:1,2:1,,0.854
1497,1:0,1:0,,0.81
1498,2:1,2:1,,0.893
1499,1:0,1:0,,0.768
1500,1:0,1:0,,0.831
1501,1:0,1:0,,0.677
1502,1:0,1:0,,0.789
1503,1:0,1:0,,0.711
1504,1:0,1:0,,0.862
1505,1:0,1:0,,0.907
1506,1:0,1:0,,0.907
1507,1:0,1:0,,0.99
1508,1:0,1:0,,0.809
1509,2:1,2:1,,0.957
1510,1:0,1:0,,0.844
1511,1:0,1:0,,0.833
1512,2:1,2:1,,0.659
1513,2:1,2:1,,0.846
1514,2:1,2:1,,0.719
1515,2:1,2:1,,0.963
1516,2:1,2:1,,0.785
1517,1:0,1:0,,0.933
1518,2:1,2:1,,0.807
1519,1:0,1:0,,0.8
1520,2:1,2:1,,0.798
1521,2:1,2:1,,0.835
1522,2:1,2:1,,0.797
1523,1:0,1:0,,0.862
1524,2:1,2:1,,0.797
1525,1:0,1:0,,0.833
1526,1:0,1:0,,0.811
1527,1:0,1:0,,0.771
1528,2:1,2:1,,0.904
1529,1:0,1:0,,0.829
1530,2:1,2:1,,0.718
1531,1:0,1:0,,0.897
1532,1:0,1:0,,0.84
1533,1:0,1:0,,0.755
1534,2:1,2:1,,0.806
1535,2:1,2:1,,0.715
1536,2:1,2:1,,0.877
1537,2:1,2:1,,0.832
1538,2:1,2:1,,0.882
1539,2:1,2:1,,0.784
1540,2:1,2:1,,0.936
1541,2:1,2:1,,0.853
1542,2:1,2:1,,0.733
1543,1:0,1:0,,0.747
1544,1:0,1:0,,0.773
1545,2:1,2:1,,0.818
1546,1:0,1:0,,0.961
1547,2:1,2:1,,0.776
1548,2:1,2:1,,0.915
1549,2:1,2:1,,0.503
1550,2:1,2:1,,0.71
1551,2:1,2:1,,0.885
1552,2:1,2:1,,0.716
1553,2:1,2:1,,0.82
1554,2:1,2:1,,0.792
1555,2:1,2:1,,0.785
1556,1:0,1:0,,0.91
1557,2:1,2:1,,0.924
1558,1:0,1:0,,0.929
1559,1:0,1:0,,0.806
1560,2:1,2:1,,0.775
1561,2:1,2:1,,0.853
1562,2:1,2:1,,0.818
1563,1:0,1:0,,0.87
1564,2:1,2:1,,0.567
1565,1:0,1:0,,0.952
1566,2:1,2:1,,0.701
1567,1:0,1:0,,0.882
1568,1:0,1:0,,0.797
1569,2:1,2:1,,0.882
1570,2:1,2:1,,0.956
1571,2:1,2:1,,0.716
1572,1:0,1:0,,0.778
1573,2:1,2:1,,0.87
1574,1:0,1:0,,0.721
1575,1:0,1:0,,0.752
1576,2:1,2:1,,0.893
1577,1:0,1:0,,0.959
1578,1:0,2:1,+,0.561
1579,2:1,2:1,,0.607
1580,1:0,1:0,,0.796
1581,1:0,1:0,,0.87
1582,1:0,1:0,,0.708
1583,1:0,1:0,,0.826
1584,1:0,1:0,,0.557
1585,2:1,2:1,,0.829
1586,1:0,1:0,,0.853
1587,1:0,1:0,,0.746
1588,2:1,2:1,,0.728
1589,2:1,2:1,,0.895
1590,1:0,1:0,,0.74
1591,2:1,2:1,,0.716
1592,2:1,2:1,,0.844
1593,2:1,2:1,,0.913
1594,1:0,2:1,+,0.695
1595,1:0,1:0,,0.791
1596,1:0,1:0,,0.912
1597,2:1,2:1,,0.743
1598,2:1,2:1,,0.797
1599,1:0,1:0,,0.96
1600,2:1,2:1,,0.841
1601,2:1,2:1,,0.796
1602,1:0,1:0,,0.82
1603,1:0,1:0,,0.822
1604,1:0,1:0,,0.838
1605,1:0,1:0,,0.917
1606,2:1,2:1,,0.842
1607,2:1,2:1,,0.773
1608,1:0,1:0,,0.963
1609,2:1,2:1,,0.8
1610,2:1,2:1,,0.68
1611,2:1,2:1,,0.844
1612,2:1,2:1,,0.801
1613,2:1,2:1,,0.905
1614,1:0,1:0,,0.77
1615,2:1,2:1,,0.771
1616,2:1,2:1,,0.739
1617,2:1,2:1,,0.879
1618,2:1,2:1,,0.631
1619,2:1,2:1,,0.839
1620,1:0,1:0,,0.8
1621,2:1,2:1,,0.753
1622,2:1,2:1,,0.867
1623,2:1,2:1,,0.868
1624,2:1,2:1,,0.818
1625,2:1,2:1,,0.876
1626,2:1,2:1,,0.813
1627,2:1,1:0,+,0.528
1628,2:1,2:1,,0.762
1629,2:1,2:1,,0.861
1630,1:0,1:0,,0.902
1631,2:1,2:1,,0.826
1632,1:0,1:0,,0.624
1633,1:0,1:0,,0.815
1634,2:1,2:1,,0.784
1635,2:1,2:1,,0.879
1636,1:0,1:0,,0.699
1637,1:0,1:0,,0.869
1638,1:0,1:0,,0.804
1639,2:1,2:1,,0.783
1640,2:1,2:1,,0.816
1641,1:0,1:0,,0.77
1642,2:1,2:1,,0.81
1643,1:0,1:0,,0.859
1644,2:1,2:1,,0.841
1645,1:0,1:0,,0.626
1646,2:1,2:1,,0.9
1647,1:0,1:0,,0.971
1648,2:1,2:1,,0.921
1649,1:0,1:0,,0.781
1650,1:0,1:0,,0.884
1651,1:0,1:0,,0.791
1652,2:1,2:1,,0.757
1653,1:0,1:0,,0.793
1654,2:1,2:1,,0.731
1655,1:0,1:0,,0.868
1656,2:1,2:1,,0.832
1657,2:1,2:1,,0.728
1658,1:0,1:0,,0.879
1659,2:1,2:1,,0.819
1660,2:1,2:1,,0.936
1661,1:0,1:0,,0.829
1662,2:1,2:1,,0.814
1663,2:1,2:1,,0.859
1664,1:0,1:0,,0.874
1665,1:0,1:0,,0.939
1666,1:0,1:0,,0.812
1667,1:0,1:0,,0.88
1668,1:0,1:0,,0.764
1669,1:0,1:0,,0.821
1670,2:1,2:1,,0.947
1671,2:1,2:1,,0.873
1672,1:0,1:0,,0.809
1673,1:0,2:1,+,0.562
1674,2:1,2:1,,0.797
1675,2:1,2:1,,0.768
1676,2:1,2:1,,0.862
1677,2:1,2:1,,0.685
1678,2:1,2:1,,0.767
1679,2:1,2:1,,0.781
1680,1:0,1:0,,0.77
1681,2:1,2:1,,0.722
1682,2:1,2:1,,0.925
1683,1:0,1:0,,0.759
1684,2:1,2:1,,0.847
1685,2:1,2:1,,0.782
1686,1:0,2:1,+,0.599
1687,2:1,2:1,,0.755
1688,1:0,1:0,,0.828
1689,1:0,1:0,,0.878
1690,2:1,2:1,,0.753
1691,2:1,2:1,,0.803
1692,2:1,2:1,,0.745
1693,2:1,2:1,,0.885
1694,2:1,2:1,,0.813
1695,2:1,2:1,,0.91
1696,1:0,1:0,,0.781
1697,2:1,2:1,,0.83
1698,1:0,1:0,,0.735
1699,1:0,1:0,,0.799
1700,1:0,1:0,,0.592
1701,1:0,1:0,,0.91
1702,1:0,1:0,,0.848
1703,2:1,2:1,,0.758
1704,2:1,2:1,,0.84
1705,1:0,1:0,,0.927
1706,2:1,2:1,,0.919
1707,1:0,1:0,,0.817
1708,1:0,1:0,,0.56
1709,2:1,2:1,,0.921
1710,2:1,2:1,,0.731
1711,2:1,2:1,,0.93
1712,1:0,1:0,,0.842
1713,1:0,1:0,,0.871
1714,2:1,1:0,+,0.607
1715,1:0,1:0,,0.829
1716,2:1,2:1,,0.921
1717,2:1,2:1,,0.891
1718,2:1,2:1,,0.721
1719,2:1,2:1,,0.905
1720,1:0,1:0,,0.815
1721,1:0,1:0,,0.691
1722,2:1,2:1,,0.928
1723,1:0,1:0,,0.607
1724,1:0,1:0,,0.511
1725,2:1,2:1,,0.815
1726,2:1,2:1,,0.774
1727,1:0,1:0,,0.8
1728,1:0,1:0,,0.789
1729,2:1,2:1,,0.793
1730,1:0,1:0,,0.801
1731,2:1,2:1,,0.701
1732,1:0,1:0,,0.829
1733,2:1,2:1,,0.809
1734,1:0,1:0,,0.772
1735,1:0,1:0,,0.93
1736,1:0,1:0,,0.766
1737,2:1,2:1,,0.946
1738,1:0,1:0,,0.865
1739,1:0,1:0,,0.716
1740,2:1,2:1,,0.813
1741,1:0,1:0,,0.902
1742,1:0,1:0,,0.829
1743,2:1,2:1,,0.865
1744,1:0,1:0,,0.807
1745,2:1,2:1,,0.829
1746,1:0,1:0,,0.862
1747,1:0,1:0,,0.863
1748,2:1,2:1,,0.745
1749,2:1,1:0,+,0.56
1750,2:1,2:1,,0.98
1751,1:0,1:0,,0.685
1752,2:1,2:1,,0.859
1753,2:1,2:1,,0.75
1754,2:1,2:1,,0.781
1755,2:1,2:1,,0.883
1756,1:0,1:0,,0.858
1757,2:1,2:1,,0.849
1758,1:0,1:0,,0.852
1759,1:0,1:0,,0.805
1760,1:0,1:0,,0.742
1761,2:1,2:1,,0.639
1762,1:0,1:0,,0.944
1763,1:0,1:0,,0.818
1764,1:0,1:0,,0.931
1765,1:0,1:0,,0.894
1766,2:1,2:1,,0.783
1767,2:1,2:1,,0.85
1768,1:0,1:0,,0.911
1769,2:1,2:1,,0.758
1770,1:0,1:0,,0.769
1771,1:0,1:0,,0.941
1772,1:0,1:0,,0.773
1773,2:1,2:1,,0.751
1774,2:1,2:1,,0.729
1775,1:0,1:0,,0.833
1776,1:0,1:0,,0.669
1777,1:0,1:0,,0.766
1778,2:1,2:1,,0.561
1779,2:1,2:1,,0.804
1780,1:0,1:0,,0.851
1781,1:0,1:0,,0.796
1782,2:1,2:1,,0.807
1783,1:0,1:0,,0.777
1784,1:0,1:0,,0.778
1785,2:1,2:1,,0.941
1786,1:0,2:1,+,0.66
1787,2:1,2:1,,0.942
1788,1:0,1:0,,0.725
1789,2:1,2:1,,0.808
1790,2:1,2:1,,0.984
1791,1:0,1:0,,0.75
1792,2:1,2:1,,0.783
1793,2:1,2:1,,0.807
1794,2:1,1:0,+,0.512
1795,2:1,2:1,,0.754
1796,1:0,1:0,,0.841
1797,1:0,1:0,,0.749
1798,2:1,2:1,,0.796
1799,1:0,1:0,,0.775
1800,2:1,2:1,,0.814
1801,2:1,2:1,,0.948
1802,1:0,1:0,,0.806
1803,1:0,1:0,,0.858
1804,1:0,1:0,,0.801
1805,1:0,1:0,,0.821
1806,1:0,1:0,,0.835
